id,role_id,role_type,menu_item_id,is_granted,assigned_at,status,notes,created_at,updated_at
214,3,super_admin,97,1,2025-08-09 00:00:00,active,"Admin Tools - Data Import/Export",2025-08-09 00:00:00,2025-08-09 00:00:00
215,3,super_admin,98,1,2025-08-09 00:00:00,active,"Admin Tools - Migration Viewer",2025-08-09 00:00:00,2025-08-09 00:00:00
216,3,super_admin,99,1,2025-08-09 00:00:00,active,"Admin Tools - Seeder Manager",2025-08-09 00:00:00,2025-08-09 00:00:00
217,3,super_admin,100,1,2025-08-09 00:00:00,active,"Admin Tools - Cache & Queue Monitor",2025-08-09 00:00:00,2025-08-09 00:00:00
218,3,super_admin,101,1,2025-08-09 00:00:00,active,"Admin Tools - System Health Check",2025-08-09 00:00:00,2025-08-09 00:00:00
219,3,super_admin,102,1,2025-08-09 00:00:00,active,"QA & Testing",2025-08-09 00:00:00,2025-08-09 00:00:00
220,3,super_admin,103,1,2025-08-09 00:00:00,active,"QA & Testing - Test Scenarios",2025-08-09 00:00:00,2025-08-09 00:00:00
221,3,super_admin,104,1,2025-08-09 00:00:00,active,"QA & Testing - Mock Tickets",2025-08-09 00:00:00,2025-08-09 00:00:00
222,3,super_admin,105,1,2025-08-09 00:00:00,active,"QA & Testing - UI Component Preview",2025-08-09 00:00:00,2025-08-09 00:00:00
223,3,super_admin,106,1,2025-08-09 00:00:00,active,"QA & Testing - Regression Checklist",2025-08-09 00:00:00,2025-08-09 00:00:00
224,3,super_admin,107,1,2025-08-09 00:00:00,active,"Integrations",2025-08-09 00:00:00,2025-08-09 00:00:00
225,3,super_admin,108,1,2025-08-09 00:00:00,active,"Integrations - Webhooks",2025-08-09 00:00:00,2025-08-09 00:00:00
226,3,super_admin,109,1,2025-08-09 00:00:00,active,"Integrations - Third-Party Apps",2025-08-09 00:00:00,2025-08-09 00:00:00
227,3,super_admin,110,1,2025-08-09 00:00:00,active,"Integrations - Slack / Teams Notifications",2025-08-09 00:00:00,2025-08-09 00:00:00
228,3,super_admin,111,1,2025-08-09 00:00:00,active,"Integrations - CRM Sync",2025-08-09 00:00:00,2025-08-09 00:00:00
229,3,super_admin,112,1,2025-08-09 00:00:00,active,"Integrations - Custom API Endpoints",2025-08-09 00:00:00,2025-08-09 00:00:00
230,3,super_admin,113,1,2025-08-09 00:00:00,active,"Compliance",2025-08-09 00:00:00,2025-08-09 00:00:00
231,3,super_admin,114,1,2025-08-09 00:00:00,active,"Compliance - Audit Logs",2025-08-09 00:00:00,2025-08-09 00:00:00
232,3,super_admin,115,1,2025-08-09 00:00:00,active,"Compliance - Data Retention Policies",2025-08-09 00:00:00,2025-08-09 00:00:00
233,3,super_admin,116,1,2025-08-09 00:00:00,active,"Compliance - GDPR Tools",2025-08-09 00:00:00,2025-08-09 00:00:00
234,3,super_admin,117,1,2025-08-09 00:00:00,active,"Compliance - Access Reviews",2025-08-09 00:00:00,2025-08-09 00:00:00
235,3,super_admin,118,1,2025-08-09 00:00:00,active,"Help & Onboarding",2025-08-09 00:00:00,2025-08-09 00:00:00
236,3,super_admin,119,1,2025-08-09 00:00:00,active,"Help & Onboarding - Getting Started",2025-08-09 00:00:00,2025-08-09 00:00:00
237,3,super_admin,120,1,2025-08-09 00:00:00,active,"Help & Onboarding - Feature Walkthroughs",2025-08-09 00:00:00,2025-08-09 00:00:00
238,3,super_admin,121,1,2025-08-09 00:00:00,active,"Help & Onboarding - FAQ",2025-08-09 00:00:00,2025-08-09 00:00:00
239,3,super_admin,122,1,2025-08-09 00:00:00,active,"Help & Onboarding - Contact Support",2025-08-09 00:00:00,2025-08-09 00:00:00
240,3,super_admin,123,1,2025-08-09 00:00:00,active,"Help & Onboarding - Submit Feedback",2025-08-09 00:00:00,2025-08-09 00:00:00
241,3,super_admin,124,1,2025-08-09 00:00:00,active,"My Account",2025-08-09 00:00:00,2025-08-09 00:00:00
242,3,super_admin,125,1,2025-08-09 00:00:00,active,"My Account - Edit Profile",2025-08-09 00:00:00,2025-08-09 00:00:00
243,3,super_admin,126,1,2025-08-09 00:00:00,active,"My Account - Change Password",2025-08-09 00:00:00,2025-08-09 00:00:00
244,3,super_admin,127,1,2025-08-09 00:00:00,active,"My Account - Two-Factor Authentication",2025-08-09 00:00:00,2025-08-09 00:00:00
245,3,super_admin,128,1,2025-08-09 00:00:00,active,"My Account - Active Sessions",2025-08-09 00:00:00,2025-08-09 00:00:00
246,3,super_admin,129,1,2025-08-09 00:00:00,active,"My Account - My Notifications",2025-08-09 00:00:00,2025-08-09 00:00:00
247,3,super_admin,130,1,2025-08-09 00:00:00,active,"Sidebar & Navigation",2025-08-09 00:00:00,2025-08-09 00:00:00
248,3,super_admin,131,1,2025-08-09 00:00:00,active,"Sidebar & Navigation - Menu Management",2025-08-09 00:00:00,2025-08-09 00:00:00
249,3,super_admin,132,1,2025-08-09 00:00:00,active,"Sidebar & Navigation - Reorder Sidebar",2025-08-09 00:00:00,2025-08-09 00:00:00
250,3,super_admin,133,1,2025-08-09 00:00:00,active,"Sidebar & Navigation - Role Menu Assignment",2025-08-09 00:00:00,2025-08-09 00:00:00
251,3,super_admin,134,1,2025-08-09 00:00:00,active,"Sidebar & Navigation - User Menu Override",2025-08-09 00:00:00,2025-08-09 00:00:00
