"Id","ComponentGroup","TokenKey","CssVariable","DefaultValue","CurrentValue","Category","Description","IsActive","SortOrder","CreatedAt","UpdatedAt","Family","Variant","GroupName"
"659","input","base-hint","--ds-input-base-hint","var(--ds-color-text-muted, #7b8494)",NULL,"color","Form hint text color","1","659","2026-05-12 00:00:00","2026-05-12 00:00:00","default","base","default-base"
"660","input","base-bg-disabled","--ds-input-base-bg-disabled","var(--ds-color-gray-200, #e5e7eb)",NULL,"color","Form field disabled state","1","660","2026-05-12 00:00:00","2026-05-12 00:00:00","default","base","default-base"
"700","input-shell","bg","--ds-input-shell-bg","#ffffff",NULL,"color","Form shell background","1","700","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"701","input-shell","border","--ds-input-shell-border","var(--ds-color-border, #dde1e7)",NULL,"color","Form shell border color","1","701","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"702","input-shell","shadow","--ds-input-shell-shadow","0 2px 8px rgba(0, 0, 0, 0.10)",NULL,"shadow","Form shell shadow","1","702","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"703","input-shell","text-muted","--ds-input-shell-text-muted","var(--ds-color-text-muted, #7b8494)",NULL,"color","Form shell muted text","1","703","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"704","input-shell","action-bg","--ds-input-shell-action-bg","var(--ds-color-surface, #f5f6f8)",NULL,"color","Form shell action area background","1","704","2026-05-12 00:00:00","2026-05-12 00:00:00","default","action","default-action"
"750","table","header-bg","--ds-table-header-bg","#1e3a5f",NULL,"color","Table header background","1","750","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"751","table","header-text","--ds-table-header-text","#ffffff",NULL,"color","Table header text color","1","751","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"752","table","row-even-bg","--ds-table-row-even-bg","var(--ds-color-surface, #f5f6f8)",NULL,"color","Table even row background","1","752","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"753","table","row-bg-hover","--ds-table-row-bg-hover","var(--ds-color-sidebar-hover, #e8eaed)",NULL,"color","Table row hover background","1","753","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"754","table","base-border","--ds-table-base-border","var(--ds-color-border, #dde1e7)",NULL,"color","Table border color","1","754","2026-05-12 00:00:00","2026-05-12 00:00:00","default","base","default-base"
"755","table","base-surface","--ds-table-base-surface","var(--ds-color-surface, #f5f6f8)",NULL,"color","Table surface color","1","755","2026-05-12 00:00:00","2026-05-12 00:00:00","default","base","default-base"
"756","table","base-text-muted","--ds-table-base-text-muted","var(--ds-color-text-muted, #7b8494)",NULL,"color","Table muted text","1","756","2026-05-12 00:00:00","2026-05-12 00:00:00","default","base","default-base"
"757","table","action-primary-bg","--ds-table-action-primary-bg","var(--ds-color-accent, #2563eb)",NULL,"color","Table action primary background","1","757","2026-05-12 00:00:00","2026-05-12 00:00:00","default","primary","default-primary"
"800","alert","info-bg","--ds-alert-info-bg","#e0f2fe",NULL,"color","Alert info background","1","800","2026-05-12 00:00:00","2026-05-12 00:00:00","default","info","default-info"
"801","alert","info-border","--ds-alert-info-border","#0284c7",NULL,"color","Alert info border","1","801","2026-05-12 00:00:00","2026-05-12 00:00:00","default","info","default-info"
"802","alert","info-text","--ds-alert-info-text","#0284c7",NULL,"color","Alert info text","1","802","2026-05-12 00:00:00","2026-05-12 00:00:00","default","info","default-info"
"803","alert","success-bg","--ds-alert-success-bg","#dcfce7",NULL,"color","Alert success background","1","803","2026-05-12 00:00:00","2026-05-12 00:00:00","default","success","default-success"
"804","alert","success-border","--ds-alert-success-border","#16a34a",NULL,"color","Alert success border","1","804","2026-05-12 00:00:00","2026-05-12 00:00:00","default","success","default-success"
"805","alert","success-text","--ds-alert-success-text","#16a34a",NULL,"color","Alert success text","1","805","2026-05-12 00:00:00","2026-05-12 00:00:00","default","success","default-success"
"806","alert","warning-bg","--ds-alert-warning-bg","#fef3c7",NULL,"color","Alert warning background","1","806","2026-05-12 00:00:00","2026-05-12 00:00:00","default","warning","default-warning"
"807","alert","warning-border","--ds-alert-warning-border","#d97706",NULL,"color","Alert warning border","1","807","2026-05-12 00:00:00","2026-05-12 00:00:00","default","warning","default-warning"
"808","alert","warning-text","--ds-alert-warning-text","#d97706",NULL,"color","Alert warning text","1","808","2026-05-12 00:00:00","2026-05-12 00:00:00","default","warning","default-warning"
"809","alert","danger-bg","--ds-alert-danger-bg","#fee2e2",NULL,"color","Alert danger background","1","809","2026-05-12 00:00:00","2026-05-12 00:00:00","default","danger","default-danger"
"810","alert","danger-border","--ds-alert-danger-border","#dc2626",NULL,"color","Alert danger border","1","810","2026-05-12 00:00:00","2026-05-12 00:00:00","default","danger","default-danger"
"811","alert","danger-text","--ds-alert-danger-text","#dc2626",NULL,"color","Alert danger text","1","811","2026-05-12 00:00:00","2026-05-12 00:00:00","default","danger","default-danger"
"812","alert","structure-shadow","--ds-alert-structure-shadow","0 4px 12px rgba(0, 0, 0, 0.10)",NULL,"shadow","Alert shadow","1","812","2026-05-12 00:00:00","2026-05-12 00:00:00","default","alert","default-alert"
"813","alert","structure-radius","--ds-alert-structure-radius","8px",NULL,"radius","Alert border radius","1","813","2026-05-12 00:00:00","2026-05-12 00:00:00","default","alert","default-alert"
"850","icon","size-xs","--ds-icon-size-xs","0.75rem",NULL,"typography","Extra small icon size","1","850","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"851","icon","size-sm","--ds-icon-size-sm","0.875rem",NULL,"typography","Small icon size","1","851","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"852","icon","size-md","--ds-icon-size-md","1rem",NULL,"typography","Medium icon size","1","852","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"853","icon","size-lg","--ds-icon-size-lg","1.25rem",NULL,"typography","Large icon size","1","853","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"854","icon","size-xl","--ds-icon-size-xl","1.5rem",NULL,"typography","Extra large icon size","1","854","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"855","icon","size-2xl","--ds-icon-size-2xl","1.75rem",NULL,"typography","2x large icon size","1","855","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"856","icon","color","--ds-icon-color","var(--ds-color-text, #2c3345)",NULL,"color","Icon color","1","856","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"857","icon","color-muted","--ds-icon-color-muted","var(--ds-color-text-muted, #7b8494)",NULL,"color","Muted icon color","1","857","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"858","icon","color-accent","--ds-icon-color-accent","var(--ds-color-accent, #2563eb)",NULL,"color","Accent icon color","1","858","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"900","icon-btn","structure-gap","--ds-icon-btn-structure-gap","8px",NULL,"spacing","Icon button content gap","1","900","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"901","icon-btn","structure-radius","--ds-icon-btn-structure-radius","7px",NULL,"radius","Icon button border radius","1","901","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"902","icon-btn","structure-font-size-sm","--ds-icon-btn-structure-font-size-sm","0.75rem",NULL,"typography","Small icon button font size","1","902","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"903","icon-btn","structure-font-size-md","--ds-icon-btn-structure-font-size-md","0.875rem",NULL,"typography","Medium icon button font size","1","903","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"904","icon-btn","structure-font-size-lg","--ds-icon-btn-structure-font-size-lg","1rem",NULL,"typography","Large icon button font size","1","904","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"905","icon-btn","structure-padding-sm","--ds-icon-btn-structure-padding-sm","4px 6px",NULL,"spacing","Small icon button padding","1","905","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"906","icon-btn","structure-padding-md","--ds-icon-btn-structure-padding-md","6px 9px",NULL,"spacing","Medium icon button padding","1","906","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"907","icon-btn","structure-padding-lg","--ds-icon-btn-structure-padding-lg","8px 12px",NULL,"spacing","Large icon button padding","1","907","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"908","icon-btn","ghost-bg","--ds-icon-btn-ghost-bg","transparent",NULL,"color","Ghost icon button background","1","908","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"909","icon-btn","ghost-bg-hover","--ds-icon-btn-ghost-bg-hover","var(--ds-color-sidebar-hover, #e8eaed)",NULL,"color","Ghost icon button hover background","1","909","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","default","icon-default"
"910","icon-btn","primary-bg","--ds-icon-btn-primary-bg","var(--ds-color-accent, #2563eb)",NULL,"color","Primary icon button background","1","910","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","primary","icon-primary"
"911","icon-btn","primary-bg-hover","--ds-icon-btn-primary-bg-hover","#1d4ed8",NULL,"color","Primary icon button hover background","1","911","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","primary","icon-primary"
"912","icon-btn","danger-bg","--ds-icon-btn-danger-bg","var(--ds-color-danger, #dc2626)",NULL,"color","Danger icon button background","1","912","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","danger","icon-danger"
"913","icon-btn","danger-bg-hover","--ds-icon-btn-danger-bg-hover","#b91c1c",NULL,"color","Danger icon button hover background","1","913","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","danger","icon-danger"
"914","icon-btn","base-text","--ds-icon-btn-base-text","var(--ds-color-text-muted, #7b8494)",NULL,"color","Icon button text color","1","914","2026-05-12 00:00:00","2026-05-12 00:00:00","icon","base","icon-base"
"950","badge-status","active-bg","--ds-badge-status-active-bg","#e0f2fe",NULL,"color","Active badge background","1","950","2026-05-12 00:00:00","2026-05-12 00:00:00","default","badge","default-badge"
"951","badge-status","active-text","--ds-badge-status-active-text","#0284c7",NULL,"color","Active badge text","1","951","2026-05-12 00:00:00","2026-05-12 00:00:00","default","badge","default-badge"
"952","badge-status","inactive-bg","--ds-badge-status-inactive-bg","#f3f4f6",NULL,"color","Inactive badge background","1","952","2026-05-12 00:00:00","2026-05-12 00:00:00","default","badge","default-badge"
"953","badge-status","inactive-text","--ds-badge-status-inactive-text","#6b7280",NULL,"color","Inactive badge text","1","953","2026-05-12 00:00:00","2026-05-12 00:00:00","default","badge","default-badge"
"954","badge-status","planned-bg","--ds-badge-status-planned-bg","#fef3c7",NULL,"color","Planned badge background","1","954","2026-05-12 00:00:00","2026-05-12 00:00:00","default","badge","default-badge"
"955","badge-status","planned-text","--ds-badge-status-planned-text","#d97706",NULL,"color","Planned badge text","1","955","2026-05-12 00:00:00","2026-05-12 00:00:00","default","badge","default-badge"
"956","badge-status","structure-radius","--ds-badge-status-structure-radius","9999px",NULL,"radius","Badge border radius","1","956","2026-05-12 00:00:00","2026-05-12 00:00:00","default","badge","default-badge"
"957","badge-status","structure-font-size","--ds-badge-status-structure-font-size","0.67rem",NULL,"typography","Badge font size","1","957","2026-05-12 00:00:00","2026-05-12 00:00:00","default","badge","default-badge"
"1000","chart","surface","--ds-chart-surface","#ffffff",NULL,"color","Chart surface background","1","1000","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1001","chart","grid-line","--ds-chart-grid-line","var(--ds-color-gray-200, #e5e7eb)",NULL,"color","Chart grid line color","1","1001","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1002","chart","axis-text","--ds-chart-axis-text","var(--ds-color-text-muted, #7b8494)",NULL,"color","Chart axis text color","1","1002","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1003","chart","series-1","--ds-chart-series-1","var(--ds-color-accent, #2563eb)",NULL,"color","Chart series 1 color","1","1003","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1004","chart","series-2","--ds-chart-series-2","var(--ds-color-info, #0284c7)",NULL,"color","Chart series 2 color","1","1004","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1005","chart","positive","--ds-chart-positive","var(--ds-color-success, #16a34a)",NULL,"color","Chart positive value color","1","1005","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1006","chart","warning","--ds-chart-warning","var(--ds-color-warning, #d97706)",NULL,"color","Chart warning value color","1","1006","2026-05-12 00:00:00","2026-05-12 00:00:00","default","warning","default-warning"
"1007","chart","danger","--ds-chart-danger","var(--ds-color-danger, #dc2626)",NULL,"color","Chart danger value color","1","1007","2026-05-12 00:00:00","2026-05-12 00:00:00","default","danger","default-danger"
"1008","chart","neutral","--ds-chart-neutral","var(--ds-color-gray-400, #9ca3af)",NULL,"color","Chart neutral value color","1","1008","2026-05-12 00:00:00","2026-05-12 00:00:00","default","neutral","default-neutral"
"1009","chart","tooltip-bg","--ds-chart-tooltip-bg","#111827",NULL,"color","Chart tooltip background","1","1009","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1010","chart","tooltip-text","--ds-chart-tooltip-text","#ffffff",NULL,"color","Chart tooltip text color","1","1010","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1011","action-btn","primary-bg","--ds-action-btn-primary-bg","#0f626a",NULL,"color","Action button primary background","1","1011","2026-05-12 00:00:00","2026-05-12 00:00:00","action","primary","action-primary"
"1012","action-btn","primary-text","--ds-action-btn-primary-text","#ffffff",NULL,"color","Action button primary text colour","1","1012","2026-05-12 00:00:00","2026-05-12 00:00:00","action","primary","action-primary"
"1013","action-btn","primary-bg-hover","--ds-action-btn-primary-bg-hover","#0a4a50",NULL,"color","Action button primary hover background","1","1013","2026-05-12 00:00:00","2026-05-12 00:00:00","action","primary","action-primary"
"1014","action-btn","secondary-text","--ds-action-btn-secondary-text","#2c3345",NULL,"color","Action button secondary text colour","1","1014","2026-05-12 00:00:00","2026-05-12 00:00:00","action","secondary","action-secondary"
"1015","action-btn","secondary-border","--ds-action-btn-secondary-border","#dde1e7",NULL,"color","Action button secondary border colour","1","1015","2026-05-12 00:00:00","2026-05-12 00:00:00","action","secondary","action-secondary"
"1016","action-btn","secondary-bg-hover","--ds-action-btn-secondary-bg-hover","#e8eaed",NULL,"color","Action button secondary hover background","1","1016","2026-05-12 00:00:00","2026-05-12 00:00:00","action","secondary","action-secondary"
"1017","action-btn","add-bg","--ds-action-btn-add-bg","#f97316",NULL,"color","Action button add background (orange)","1","1017","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1018","action-btn","add-text","--ds-action-btn-add-text","#ffffff",NULL,"color","Action button add text colour","1","1018","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1019","action-btn","add-hover-bg","--ds-action-btn-add-hover-bg","#ea580c",NULL,"color","Action button add hover background","1","1019","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1020","action-btn","border-radius","--ds-action-btn-border-radius","6px",NULL,"radius","Action button border radius","1","1020","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1021","action-btn","structure-padding-y","--ds-action-btn-structure-padding-y","7px",NULL,"spacing","Action button vertical padding","1","1021","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1022","action-btn","structure-padding-x","--ds-action-btn-structure-padding-x","14px",NULL,"spacing","Action button horizontal padding","1","1022","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1023","action-btn","structure-font-size","--ds-action-btn-structure-font-size","0.85rem",NULL,"typography","Action button font size","1","1023","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1024","action-btn","font-weight","--ds-action-btn-font-weight","600",NULL,"typography","Action button font weight","1","1024","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1025","action-btn","gap","--ds-action-btn-gap","6px",NULL,"spacing","Action button icon-to-label gap","1","1025","2026-05-12 00:00:00","2026-05-12 00:00:00","action","action","action-action"
"1100","dropdown","trigger-border-radius","--ds-dropdown-trigger-border-radius","6px",NULL,"radius","Dropdown trigger border radius","1","1100","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1101","dropdown","trigger-padding-y","--ds-dropdown-trigger-padding-y","7px",NULL,"spacing","Dropdown trigger vertical padding","1","1101","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1102","dropdown","trigger-padding-x","--ds-dropdown-trigger-padding-x","16px",NULL,"spacing","Dropdown trigger horizontal padding","1","1102","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1103","dropdown","trigger-font-size","--ds-dropdown-trigger-font-size","0.875rem",NULL,"typography","Dropdown trigger font size","1","1103","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1104","dropdown","menu-bg","--ds-dropdown-menu-bg","#ffffff",NULL,"color","Dropdown menu background","1","1104","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1105","dropdown","menu-border","--ds-dropdown-menu-border","#e0e4ea",NULL,"color","Dropdown menu border colour","1","1105","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1106","dropdown","menu-border-radius","--ds-dropdown-menu-border-radius","8px",NULL,"radius","Dropdown menu border radius","1","1106","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1107","dropdown","menu-shadow","--ds-dropdown-menu-shadow","0 4px 16px rgba(0,0,0,0.12)",NULL,"shadow","Dropdown menu box shadow","1","1107","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1108","dropdown","menu-item-text","--ds-dropdown-menu-item-text","#2c3345",NULL,"color","Dropdown menu item text colour","1","1108","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1109","dropdown","menu-item-hover-bg","--ds-dropdown-menu-item-hover-bg","#f3f4f6",NULL,"color","Dropdown menu item hover background","1","1109","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1110","dropdown","menu-item-active-bg","--ds-dropdown-menu-item-active-bg","#0f626a",NULL,"color","Dropdown menu item active background","1","1110","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1111","dropdown","menu-item-active-text","--ds-dropdown-menu-item-active-text","#ffffff",NULL,"color","Dropdown menu item active text colour","1","1111","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1112","dropdown","menu-item-disabled-text","--ds-dropdown-menu-item-disabled-text","#9ca3af",NULL,"color","Dropdown menu item disabled text colour","1","1112","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1113","dropdown","menu-padding-y","--ds-dropdown-menu-padding-y","4px",NULL,"spacing","Dropdown menu vertical padding","1","1113","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1114","dropdown","menu-header-text","--ds-dropdown-menu-header-text","#7b8494",NULL,"color","Dropdown menu section header text colour","1","1114","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1115","dropdown","menu-item-px","--ds-dropdown-menu-item-px","16px",NULL,"spacing","Dropdown menu item horizontal padding","1","1115","2026-05-12 00:00:00","2026-05-12 00:00:00","default","default","default-default"
"1116","btn","primary-hover-text","--ds-btn-primary-hover-text","#ffffff",NULL,"color","Button Primary Hover Text","1","131","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","primary","basic-primary"
"1117","btn","primary-hover-border","--ds-btn-primary-hover-border","#0b5ed7",NULL,"color","Button Primary Hover Border","1","132","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","primary","basic-primary"
"1118","btn","primary-disabled-bg","--ds-btn-primary-disabled-bg",,NULL,"color","Button Primary Disabled Background","1","133","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","primary","basic-primary"
"1119","btn","primary-disabled-text","--ds-btn-primary-disabled-text",,NULL,"color","Button Primary Disabled Text","1","134","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","primary","basic-primary"
"1120","btn","primary-disabled-border","--ds-btn-primary-disabled-border",,NULL,"color","Button Primary Disabled Border","1","135","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","primary","basic-primary"
"1121","btn","secondary-hover-text","--ds-btn-secondary-hover-text","#212529",NULL,"color","Button Secondary Hover Text","1","136","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1122","btn","secondary-hover-border","--ds-btn-secondary-hover-border","#f8f9fa",NULL,"color","Button Secondary Hover Border","1","137","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1123","btn","secondary-disabled-bg","--ds-btn-secondary-disabled-bg",,NULL,"color","Button Secondary Disabled Background","1","138","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1124","btn","secondary-disabled-text","--ds-btn-secondary-disabled-text",,NULL,"color","Button Secondary Disabled Text","1","139","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1125","btn","secondary-disabled-border","--ds-btn-secondary-disabled-border",,NULL,"color","Button Secondary Disabled Border","1","140","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1126","btn","success-hover-text","--ds-btn-success-hover-text","#ffffff",NULL,"color","Button Success Hover Text","1","141","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","success","basic-success"
"1127","btn","success-hover-border","--ds-btn-success-hover-border","#157347",NULL,"color","Button Success Hover Border","1","142","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","success","basic-success"
"1128","btn","success-disabled-bg","--ds-btn-success-disabled-bg",,NULL,"color","Button Success Disabled Background","1","143","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","success","basic-success"
"1129","btn","success-disabled-text","--ds-btn-success-disabled-text",,NULL,"color","Button Success Disabled Text","1","144","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","success","basic-success"
"1130","btn","success-disabled-border","--ds-btn-success-disabled-border",,NULL,"color","Button Success Disabled Border","1","145","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","success","basic-success"
"1131","btn","danger-hover-text","--ds-btn-danger-hover-text","#ffffff",NULL,"color","Button Danger Hover Text","1","146","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","danger","basic-danger"
"1132","btn","danger-hover-border","--ds-btn-danger-hover-border","#bb2d3b",NULL,"color","Button Danger Hover Border","1","147","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","danger","basic-danger"
"1133","btn","danger-disabled-bg","--ds-btn-danger-disabled-bg",,NULL,"color","Button Danger Disabled Background","1","148","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","danger","basic-danger"
"1134","btn","danger-disabled-text","--ds-btn-danger-disabled-text",,NULL,"color","Button Danger Disabled Text","1","149","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","danger","basic-danger"
"1135","btn","danger-disabled-border","--ds-btn-danger-disabled-border",,NULL,"color","Button Danger Disabled Border","1","150","2026-05-22 13:21:36","2026-05-22 14:40:20","basic","danger","basic-danger"
"1136","btn","warning-hover-text","--ds-btn-warning-hover-text","#212529",NULL,"color","Button Warning Hover Text","1","151","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1137","btn","warning-hover-border","--ds-btn-warning-hover-border","#ffca2c",NULL,"color","Button Warning Hover Border","1","152","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1138","btn","warning-disabled-bg","--ds-btn-warning-disabled-bg",,NULL,"color","Button Warning Disabled Background","1","153","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1139","btn","warning-disabled-text","--ds-btn-warning-disabled-text",,NULL,"color","Button Warning Disabled Text","1","154","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1140","btn","warning-disabled-border","--ds-btn-warning-disabled-border",,NULL,"color","Button Warning Disabled Border","1","155","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","warning","basic-warning"
"1141","btn","info-hover-text","--ds-btn-info-hover-text","#212529",NULL,"color","Button Info Hover Text","1","156","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1142","btn","info-hover-border","--ds-btn-info-hover-border","#31d2f2",NULL,"color","Button Info Hover Border","1","157","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1143","btn","info-disabled-bg","--ds-btn-info-disabled-bg",,NULL,"color","Button Info Disabled Background","1","158","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1144","btn","info-disabled-text","--ds-btn-info-disabled-text",,NULL,"color","Button Info Disabled Text","1","159","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1145","btn","info-disabled-border","--ds-btn-info-disabled-border",,NULL,"color","Button Info Disabled Border","1","160","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","info","basic-info"
"1146","btn","outline-primary-bg","--ds-btn-outline-primary-bg","transparent",NULL,"color","Button Outline Primary Background","1","161","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","primary","basic-primary"
"1147","btn","outline-primary-text","--ds-btn-outline-primary-text","#0d6efd",NULL,"color","Button Outline Primary Text","1","162","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","primary","basic-primary"
"1148","btn","outline-primary-border","--ds-btn-outline-primary-border","#0d6efd",NULL,"color","Button Outline Primary Border","1","163","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","primary","basic-primary"
"1149","btn","outline-primary-hover-bg","--ds-btn-outline-primary-hover-bg","#0d6efd",NULL,"color","Button Outline Primary Hover Background","1","164","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","primary","basic-primary"
"1150","btn","outline-primary-hover-text","--ds-btn-outline-primary-hover-text","#ffffff",NULL,"color","Button Outline Primary Hover Text","1","165","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","primary","basic-primary"
"1151","btn","outline-primary-hover-border","--ds-btn-outline-primary-hover-border","#0d6efd",NULL,"color","Button Outline Primary Hover Border","1","166","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","primary","basic-primary"
"1152","btn","outline-primary-disabled-bg","--ds-btn-outline-primary-disabled-bg",,NULL,"color","Button Outline Primary Disabled Background","1","167","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","primary","basic-primary"
"1153","btn","outline-secondary-bg","--ds-btn-outline-secondary-bg","transparent",NULL,"color","Button Outline Secondary Background","1","168","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1154","btn","outline-secondary-text","--ds-btn-outline-secondary-text","#212529",NULL,"color","Button Outline Secondary Text","1","169","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1155","btn","outline-secondary-border","--ds-btn-outline-secondary-border","#dee2e6",NULL,"color","Button Outline Secondary Border","1","170","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1156","btn","outline-secondary-hover-bg","--ds-btn-outline-secondary-hover-bg","#f8f9fa",NULL,"color","Button Outline Secondary Hover Background","1","171","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1157","btn","outline-secondary-hover-text","--ds-btn-outline-secondary-hover-text","#212529",NULL,"color","Button Outline Secondary Hover Text","1","172","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","secondary","basic-secondary"
"1158","btn","outline-secondary-hover-border","--ds-btn-outline-secondary-hover-border","#dee2e6",NULL,"color","Button Outline Secondary Hover Border","1","173","2026-05-22 13:24:40","2026-05-22 14:40:20","basic","secondary","basic-secondary"
