"Id","ComponentGroup","TokenKey","CssVariable","DefaultValue","CurrentValue","Category","Description","IsActive","SortOrder","CreatedAt","UpdatedAt"
"802","alert","info-text","--ds-alert-info-text","#0284c7",NULL,"color","Alert info text","1","802","2026-05-12 00:00:00","2026-05-12 00:00:00"
"803","alert","success-bg","--ds-alert-success-bg","#dcfce7",NULL,"color","Alert success background","1","803","2026-05-12 00:00:00","2026-05-12 00:00:00"
"804","alert","success-border","--ds-alert-success-border","#16a34a",NULL,"color","Alert success border","1","804","2026-05-12 00:00:00","2026-05-12 00:00:00"
"805","alert","success-text","--ds-alert-success-text","#16a34a",NULL,"color","Alert success text","1","805","2026-05-12 00:00:00","2026-05-12 00:00:00"
"806","alert","warning-bg","--ds-alert-warning-bg","#fef3c7",NULL,"color","Alert warning background","1","806","2026-05-12 00:00:00","2026-05-12 00:00:00"
"807","alert","warning-border","--ds-alert-warning-border","#d97706",NULL,"color","Alert warning border","1","807","2026-05-12 00:00:00","2026-05-12 00:00:00"
"808","alert","warning-text","--ds-alert-warning-text","#d97706",NULL,"color","Alert warning text","1","808","2026-05-12 00:00:00","2026-05-12 00:00:00"
"809","alert","danger-bg","--ds-alert-danger-bg","#fee2e2",NULL,"color","Alert danger background","1","809","2026-05-12 00:00:00","2026-05-12 00:00:00"
"810","alert","danger-border","--ds-alert-danger-border","#dc2626",NULL,"color","Alert danger border","1","810","2026-05-12 00:00:00","2026-05-12 00:00:00"
"811","alert","danger-text","--ds-alert-danger-text","#dc2626",NULL,"color","Alert danger text","1","811","2026-05-12 00:00:00","2026-05-12 00:00:00"
"812","alert","shadow","--ds-alert-shadow","0 4px 12px rgba(0, 0, 0, 0.10)",NULL,"shadow","Alert shadow","1","812","2026-05-12 00:00:00","2026-05-12 00:00:00"
"813","alert","radius","--ds-alert-radius","8px",NULL,"radius","Alert border radius","1","813","2026-05-12 00:00:00","2026-05-12 00:00:00"
"850","icon","size-xs","--ds-icon-size-xs","0.75rem",NULL,"typography","Extra small icon size","1","850","2026-05-12 00:00:00","2026-05-12 00:00:00"
"851","icon","size-sm","--ds-icon-size-sm","0.875rem",NULL,"typography","Small icon size","1","851","2026-05-12 00:00:00","2026-05-12 00:00:00"
"852","icon","size-md","--ds-icon-size-md","1rem",NULL,"typography","Medium icon size","1","852","2026-05-12 00:00:00","2026-05-12 00:00:00"
"853","icon","size-lg","--ds-icon-size-lg","1.25rem",NULL,"typography","Large icon size","1","853","2026-05-12 00:00:00","2026-05-12 00:00:00"
"854","icon","size-xl","--ds-icon-size-xl","1.5rem",NULL,"typography","Extra large icon size","1","854","2026-05-12 00:00:00","2026-05-12 00:00:00"
"855","icon","size-2xl","--ds-icon-size-2xl","1.75rem",NULL,"typography","2x large icon size","1","855","2026-05-12 00:00:00","2026-05-12 00:00:00"
"856","icon","color","--ds-icon-color","var(--ds-color-text, #2c3345)",NULL,"color","Icon color","1","856","2026-05-12 00:00:00","2026-05-12 00:00:00"
"857","icon","color-muted","--ds-icon-color-muted","var(--ds-color-text-muted, #7b8494)",NULL,"color","Muted icon color","1","857","2026-05-12 00:00:00","2026-05-12 00:00:00"
"858","icon","color-accent","--ds-icon-color-accent","var(--ds-color-accent, #2563eb)",NULL,"color","Accent icon color","1","858","2026-05-12 00:00:00","2026-05-12 00:00:00"
"900","icon-btn","gap","--ds-icon-btn-gap","8px",NULL,"spacing","Icon button content gap","1","900","2026-05-12 00:00:00","2026-05-12 00:00:00"
"901","icon-btn","radius","--ds-icon-btn-radius","7px",NULL,"radius","Icon button border radius","1","901","2026-05-12 00:00:00","2026-05-12 00:00:00"
"902","icon-btn","font-size-sm","--ds-icon-btn-font-size-sm","0.75rem",NULL,"typography","Small icon button font size","1","902","2026-05-12 00:00:00","2026-05-12 00:00:00"
"903","icon-btn","font-size-md","--ds-icon-btn-font-size-md","0.875rem",NULL,"typography","Medium icon button font size","1","903","2026-05-12 00:00:00","2026-05-12 00:00:00"
"904","icon-btn","font-size-lg","--ds-icon-btn-font-size-lg","1rem",NULL,"typography","Large icon button font size","1","904","2026-05-12 00:00:00","2026-05-12 00:00:00"
"905","icon-btn","padding-sm","--ds-icon-btn-padding-sm","4px 6px",NULL,"spacing","Small icon button padding","1","905","2026-05-12 00:00:00","2026-05-12 00:00:00"
"906","icon-btn","padding-md","--ds-icon-btn-padding-md","6px 9px",NULL,"spacing","Medium icon button padding","1","906","2026-05-12 00:00:00","2026-05-12 00:00:00"
"907","icon-btn","padding-lg","--ds-icon-btn-padding-lg","8px 12px",NULL,"spacing","Large icon button padding","1","907","2026-05-12 00:00:00","2026-05-12 00:00:00"
"908","icon-btn","ghost-bg","--ds-icon-btn-ghost-bg","transparent",NULL,"color","Ghost icon button background","1","908","2026-05-12 00:00:00","2026-05-12 00:00:00"
"909","icon-btn","ghost-hover-bg","--ds-icon-btn-ghost-hover-bg","var(--ds-color-sidebar-hover, #e8eaed)",NULL,"color","Ghost icon button hover background","1","909","2026-05-12 00:00:00","2026-05-12 00:00:00"
"910","icon-btn","primary-bg","--ds-icon-btn-primary-bg","var(--ds-color-accent, #2563eb)",NULL,"color","Primary icon button background","1","910","2026-05-12 00:00:00","2026-05-12 00:00:00"
"911","icon-btn","primary-hover-bg","--ds-icon-btn-primary-hover-bg","#1d4ed8",NULL,"color","Primary icon button hover background","1","911","2026-05-12 00:00:00","2026-05-12 00:00:00"
"912","icon-btn","danger-bg","--ds-icon-btn-danger-bg","var(--ds-color-danger, #dc2626)",NULL,"color","Danger icon button background","1","912","2026-05-12 00:00:00","2026-05-12 00:00:00"
"913","icon-btn","danger-hover-bg","--ds-icon-btn-danger-hover-bg","#b91c1c",NULL,"color","Danger icon button hover background","1","913","2026-05-12 00:00:00","2026-05-12 00:00:00"
"914","icon-btn","text","--ds-icon-btn-text","var(--ds-color-text-muted, #7b8494)",NULL,"color","Icon button text color","1","914","2026-05-12 00:00:00","2026-05-12 00:00:00"
"950","badge-status","active-bg","--ds-badge-active-bg","#e0f2fe",NULL,"color","Active badge background","1","950","2026-05-12 00:00:00","2026-05-12 00:00:00"
"951","badge-status","active-text","--ds-badge-active-text","#0284c7",NULL,"color","Active badge text","1","951","2026-05-12 00:00:00","2026-05-12 00:00:00"
"952","badge-status","inactive-bg","--ds-badge-inactive-bg","#f3f4f6",NULL,"color","Inactive badge background","1","952","2026-05-12 00:00:00","2026-05-12 00:00:00"
"953","badge-status","inactive-text","--ds-badge-inactive-text","#6b7280",NULL,"color","Inactive badge text","1","953","2026-05-12 00:00:00","2026-05-12 00:00:00"
"954","badge-status","planned-bg","--ds-badge-planned-bg","#fef3c7",NULL,"color","Planned badge background","1","954","2026-05-12 00:00:00","2026-05-12 00:00:00"
"955","badge-status","planned-text","--ds-badge-planned-text","#d97706",NULL,"color","Planned badge text","1","955","2026-05-12 00:00:00","2026-05-12 00:00:00"
"956","badge-status","radius","--ds-badge-radius","9999px",NULL,"radius","Badge border radius","1","956","2026-05-12 00:00:00","2026-05-12 00:00:00"
"957","badge-status","font-size","--ds-badge-font-size","0.67rem",NULL,"typography","Badge font size","1","957","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1000","chart","surface","--ds-chart-surface","#ffffff",NULL,"color","Chart surface background","1","1000","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1001","chart","grid-line","--ds-chart-grid-line","var(--ds-color-gray-200, #e5e7eb)",NULL,"color","Chart grid line color","1","1001","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1002","chart","axis-text","--ds-chart-axis-text","var(--ds-color-text-muted, #7b8494)",NULL,"color","Chart axis text color","1","1002","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1003","chart","series-1","--ds-chart-series-1","var(--ds-color-accent, #2563eb)",NULL,"color","Chart series 1 color","1","1003","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1004","chart","series-2","--ds-chart-series-2","var(--ds-color-info, #0284c7)",NULL,"color","Chart series 2 color","1","1004","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1005","chart","positive","--ds-chart-positive","var(--ds-color-success, #16a34a)",NULL,"color","Chart positive value color","1","1005","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1006","chart","warning","--ds-chart-warning","var(--ds-color-warning, #d97706)",NULL,"color","Chart warning value color","1","1006","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1007","chart","danger","--ds-chart-danger","var(--ds-color-danger, #dc2626)",NULL,"color","Chart danger value color","1","1007","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1008","chart","neutral","--ds-chart-neutral","var(--ds-color-gray-400, #9ca3af)",NULL,"color","Chart neutral value color","1","1008","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1009","chart","tooltip-bg","--ds-chart-tooltip-bg","#111827",NULL,"color","Chart tooltip background","1","1009","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1010","chart","tooltip-text","--ds-chart-tooltip-text","#ffffff",NULL,"color","Chart tooltip text color","1","1010","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1011","action-btn","primary-bg","--ds-action-btn-primary-bg","#0f626a",NULL,"color","Action button primary background","1","1011","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1012","action-btn","primary-text","--ds-action-btn-primary-text","#ffffff",NULL,"color","Action button primary text colour","1","1012","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1013","action-btn","primary-hover-bg","--ds-action-btn-primary-hover-bg","#0a4a50",NULL,"color","Action button primary hover background","1","1013","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1014","action-btn","secondary-text","--ds-action-btn-secondary-text","#2c3345",NULL,"color","Action button secondary text colour","1","1014","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1015","action-btn","secondary-border","--ds-action-btn-secondary-border","#dde1e7",NULL,"color","Action button secondary border colour","1","1015","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1016","action-btn","secondary-hover-bg","--ds-action-btn-secondary-hover-bg","#e8eaed",NULL,"color","Action button secondary hover background","1","1016","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1017","action-btn","add-bg","--ds-action-btn-add-bg","#f97316",NULL,"color","Action button add background (orange)","1","1017","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1018","action-btn","add-text","--ds-action-btn-add-text","#ffffff",NULL,"color","Action button add text colour","1","1018","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1019","action-btn","add-hover-bg","--ds-action-btn-add-hover-bg","#ea580c",NULL,"color","Action button add hover background","1","1019","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1020","action-btn","border-radius","--ds-action-btn-border-radius","6px",NULL,"radius","Action button border radius","1","1020","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1021","action-btn","padding-y","--ds-action-btn-padding-y","7px",NULL,"spacing","Action button vertical padding","1","1021","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1022","action-btn","padding-x","--ds-action-btn-padding-x","14px",NULL,"spacing","Action button horizontal padding","1","1022","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1023","action-btn","font-size","--ds-action-btn-font-size","0.85rem",NULL,"typography","Action button font size","1","1023","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1024","action-btn","font-weight","--ds-action-btn-font-weight","600",NULL,"typography","Action button font weight","1","1024","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1025","action-btn","gap","--ds-action-btn-gap","6px",NULL,"spacing","Action button icon-to-label gap","1","1025","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1100","dd","trigger-border-radius","--ds-dd-trigger-border-radius","6px",NULL,"radius","Dropdown trigger border radius","1","1100","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1101","dd","trigger-padding-y","--ds-dd-trigger-padding-y","7px",NULL,"spacing","Dropdown trigger vertical padding","1","1101","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1102","dd","trigger-padding-x","--ds-dd-trigger-padding-x","16px",NULL,"spacing","Dropdown trigger horizontal padding","1","1102","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1103","dd","trigger-font-size","--ds-dd-trigger-font-size","0.875rem",NULL,"typography","Dropdown trigger font size","1","1103","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1104","dd","menu-bg","--ds-dd-menu-bg","#ffffff",NULL,"color","Dropdown menu background","1","1104","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1105","dd","menu-border","--ds-dd-menu-border","#e0e4ea",NULL,"color","Dropdown menu border colour","1","1105","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1106","dd","menu-border-radius","--ds-dd-menu-border-radius","8px",NULL,"radius","Dropdown menu border radius","1","1106","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1107","dd","menu-shadow","--ds-dd-menu-shadow","0 4px 16px rgba(0,0,0,0.12)",NULL,"shadow","Dropdown menu box shadow","1","1107","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1108","dd","menu-item-text","--ds-dd-menu-item-text","#2c3345",NULL,"color","Dropdown menu item text colour","1","1108","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1109","dd","menu-item-hover-bg","--ds-dd-menu-item-hover-bg","#f3f4f6",NULL,"color","Dropdown menu item hover background","1","1109","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1110","dd","menu-item-active-bg","--ds-dd-menu-item-active-bg","#0f626a",NULL,"color","Dropdown menu item active background","1","1110","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1111","dd","menu-item-active-text","--ds-dd-menu-item-active-text","#ffffff",NULL,"color","Dropdown menu item active text colour","1","1111","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1112","dd","menu-item-disabled-text","--ds-dd-menu-item-disabled-text","#9ca3af",NULL,"color","Dropdown menu item disabled text colour","1","1112","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1113","dd","menu-padding-y","--ds-dd-menu-padding-y","4px",NULL,"spacing","Dropdown menu vertical padding","1","1113","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1114","dd","menu-header-text","--ds-dd-menu-header-text","#7b8494",NULL,"color","Dropdown menu section header text colour","1","1114","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1115","dd","menu-item-px","--ds-dd-menu-item-px","16px",NULL,"spacing","Dropdown menu item horizontal padding","1","1115","2026-05-12 00:00:00","2026-05-12 00:00:00"
"1116","btn","primary-hover-text","--ds-btn-primary-hover-text","#ffffff",NULL,"color","Button Primary Hover Text","1","131","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1117","btn","primary-hover-border","--ds-btn-primary-hover-border","#0b5ed7",NULL,"color","Button Primary Hover Border","1","132","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1118","btn","primary-disabled-bg","--ds-btn-primary-disabled-bg",,NULL,"color","Button Primary Disabled Background","1","133","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1119","btn","primary-disabled-text","--ds-btn-primary-disabled-text",,NULL,"color","Button Primary Disabled Text","1","134","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1120","btn","primary-disabled-border","--ds-btn-primary-disabled-border",,NULL,"color","Button Primary Disabled Border","1","135","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1121","btn","secondary-hover-text","--ds-btn-secondary-hover-text","#212529",NULL,"color","Button Secondary Hover Text","1","136","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1122","btn","secondary-hover-border","--ds-btn-secondary-hover-border","#f8f9fa",NULL,"color","Button Secondary Hover Border","1","137","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1123","btn","secondary-disabled-bg","--ds-btn-secondary-disabled-bg",,NULL,"color","Button Secondary Disabled Background","1","138","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1124","btn","secondary-disabled-text","--ds-btn-secondary-disabled-text",,NULL,"color","Button Secondary Disabled Text","1","139","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1125","btn","secondary-disabled-border","--ds-btn-secondary-disabled-border",,NULL,"color","Button Secondary Disabled Border","1","140","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1126","btn","success-hover-text","--ds-btn-success-hover-text","#ffffff",NULL,"color","Button Success Hover Text","1","141","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1127","btn","success-hover-border","--ds-btn-success-hover-border","#157347",NULL,"color","Button Success Hover Border","1","142","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1128","btn","success-disabled-bg","--ds-btn-success-disabled-bg",,NULL,"color","Button Success Disabled Background","1","143","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1129","btn","success-disabled-text","--ds-btn-success-disabled-text",,NULL,"color","Button Success Disabled Text","1","144","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1130","btn","success-disabled-border","--ds-btn-success-disabled-border",,NULL,"color","Button Success Disabled Border","1","145","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1131","btn","danger-hover-text","--ds-btn-danger-hover-text","#ffffff",NULL,"color","Button Danger Hover Text","1","146","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1132","btn","danger-hover-border","--ds-btn-danger-hover-border","#bb2d3b",NULL,"color","Button Danger Hover Border","1","147","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1133","btn","danger-disabled-bg","--ds-btn-danger-disabled-bg",,NULL,"color","Button Danger Disabled Background","1","148","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1134","btn","danger-disabled-text","--ds-btn-danger-disabled-text",,NULL,"color","Button Danger Disabled Text","1","149","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1135","btn","danger-disabled-border","--ds-btn-danger-disabled-border",,NULL,"color","Button Danger Disabled Border","1","150","2026-05-22 13:21:36","2026-05-22 14:40:20"
"1136","btn","warning-hover-text","--ds-btn-warning-hover-text","#212529",NULL,"color","Button Warning Hover Text","1","151","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1137","btn","warning-hover-border","--ds-btn-warning-hover-border","#ffca2c",NULL,"color","Button Warning Hover Border","1","152","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1138","btn","warning-disabled-bg","--ds-btn-warning-disabled-bg",,NULL,"color","Button Warning Disabled Background","1","153","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1139","btn","warning-disabled-text","--ds-btn-warning-disabled-text",,NULL,"color","Button Warning Disabled Text","1","154","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1140","btn","warning-disabled-border","--ds-btn-warning-disabled-border",,NULL,"color","Button Warning Disabled Border","1","155","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1141","btn","info-hover-text","--ds-btn-info-hover-text","#212529",NULL,"color","Button Info Hover Text","1","156","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1142","btn","info-hover-border","--ds-btn-info-hover-border","#31d2f2",NULL,"color","Button Info Hover Border","1","157","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1143","btn","info-disabled-bg","--ds-btn-info-disabled-bg",,NULL,"color","Button Info Disabled Background","1","158","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1144","btn","info-disabled-text","--ds-btn-info-disabled-text",,NULL,"color","Button Info Disabled Text","1","159","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1145","btn","info-disabled-border","--ds-btn-info-disabled-border",,NULL,"color","Button Info Disabled Border","1","160","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1146","btn","outline-primary-bg","--ds-btn-outline-primary-bg","transparent",NULL,"color","Button Outline Primary Background","1","161","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1147","btn","outline-primary-text","--ds-btn-outline-primary-text","#0d6efd",NULL,"color","Button Outline Primary Text","1","162","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1148","btn","outline-primary-border","--ds-btn-outline-primary-border","#0d6efd",NULL,"color","Button Outline Primary Border","1","163","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1149","btn","outline-primary-hover-bg","--ds-btn-outline-primary-hover-bg","#0d6efd",NULL,"color","Button Outline Primary Hover Background","1","164","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1150","btn","outline-primary-hover-text","--ds-btn-outline-primary-hover-text","#ffffff",NULL,"color","Button Outline Primary Hover Text","1","165","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1151","btn","outline-primary-hover-border","--ds-btn-outline-primary-hover-border","#0d6efd",NULL,"color","Button Outline Primary Hover Border","1","166","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1152","btn","outline-primary-disabled-bg","--ds-btn-outline-primary-disabled-bg",,NULL,"color","Button Outline Primary Disabled Background","1","167","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1153","btn","outline-secondary-bg","--ds-btn-outline-secondary-bg","transparent",NULL,"color","Button Outline Secondary Background","1","168","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1154","btn","outline-secondary-text","--ds-btn-outline-secondary-text","#212529",NULL,"color","Button Outline Secondary Text","1","169","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1155","btn","outline-secondary-border","--ds-btn-outline-secondary-border","#dee2e6",NULL,"color","Button Outline Secondary Border","1","170","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1156","btn","outline-secondary-hover-bg","--ds-btn-outline-secondary-hover-bg","#f8f9fa",NULL,"color","Button Outline Secondary Hover Background","1","171","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1157","btn","outline-secondary-hover-text","--ds-btn-outline-secondary-hover-text","#212529",NULL,"color","Button Outline Secondary Hover Text","1","172","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1158","btn","outline-secondary-hover-border","--ds-btn-outline-secondary-hover-border","#dee2e6",NULL,"color","Button Outline Secondary Hover Border","1","173","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1159","btn","outline-secondary-disabled-bg","--ds-btn-outline-secondary-disabled-bg",,NULL,"color","Button Outline Secondary Disabled Background","1","174","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1160","btn","outline-success-bg","--ds-btn-outline-success-bg","transparent",NULL,"color","Button Outline Success Background","1","175","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1161","btn","outline-success-text","--ds-btn-outline-success-text","#198754",NULL,"color","Button Outline Success Text","1","176","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1162","btn","outline-success-border","--ds-btn-outline-success-border","#198754",NULL,"color","Button Outline Success Border","1","177","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1163","btn","outline-success-hover-bg","--ds-btn-outline-success-hover-bg","#198754",NULL,"color","Button Outline Success Hover Background","1","178","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1164","btn","outline-success-hover-text","--ds-btn-outline-success-hover-text","#ffffff",NULL,"color","Button Outline Success Hover Text","1","179","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1165","btn","outline-success-hover-border","--ds-btn-outline-success-hover-border","#198754",NULL,"color","Button Outline Success Hover Border","1","180","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1166","btn","outline-success-disabled-bg","--ds-btn-outline-success-disabled-bg",,NULL,"color","Button Outline Success Disabled Background","1","181","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1167","btn","outline-danger-bg","--ds-btn-outline-danger-bg","transparent",NULL,"color","Button Outline Danger Background","1","182","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1168","btn","outline-danger-text","--ds-btn-outline-danger-text","#dc3545",NULL,"color","Button Outline Danger Text","1","183","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1169","btn","outline-danger-border","--ds-btn-outline-danger-border","#dc3545",NULL,"color","Button Outline Danger Border","1","184","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1170","btn","outline-danger-hover-bg","--ds-btn-outline-danger-hover-bg","#dc3545",NULL,"color","Button Outline Danger Hover Background","1","185","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1171","btn","outline-danger-hover-text","--ds-btn-outline-danger-hover-text","#ffffff",NULL,"color","Button Outline Danger Hover Text","1","186","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1172","btn","outline-danger-hover-border","--ds-btn-outline-danger-hover-border","#dc3545",NULL,"color","Button Outline Danger Hover Border","1","187","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1173","btn","outline-danger-disabled-bg","--ds-btn-outline-danger-disabled-bg",,NULL,"color","Button Outline Danger Disabled Background","1","188","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1174","btn","outline-warning-bg","--ds-btn-outline-warning-bg","transparent",NULL,"color","Button Outline Warning Background","1","189","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1175","btn","outline-warning-text","--ds-btn-outline-warning-text","#ffc107",NULL,"color","Button Outline Warning Text","1","190","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1176","btn","outline-warning-border","--ds-btn-outline-warning-border","#ffc107",NULL,"color","Button Outline Warning Border","1","191","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1177","btn","outline-warning-hover-bg","--ds-btn-outline-warning-hover-bg","#ffc107",NULL,"color","Button Outline Warning Hover Background","1","192","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1178","btn","outline-warning-hover-text","--ds-btn-outline-warning-hover-text","#212529",NULL,"color","Button Outline Warning Hover Text","1","193","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1179","btn","outline-warning-hover-border","--ds-btn-outline-warning-hover-border","#ffc107",NULL,"color","Button Outline Warning Hover Border","1","194","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1180","btn","outline-warning-disabled-bg","--ds-btn-outline-warning-disabled-bg",,NULL,"color","Button Outline Warning Disabled Background","1","195","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1181","btn","outline-info-bg","--ds-btn-outline-info-bg","transparent",NULL,"color","Button Outline Info Background","1","196","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1182","btn","outline-info-text","--ds-btn-outline-info-text","#0dcaf0",NULL,"color","Button Outline Info Text","1","197","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1183","btn","outline-info-border","--ds-btn-outline-info-border","#0dcaf0",NULL,"color","Button Outline Info Border","1","198","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1184","btn","outline-info-hover-bg","--ds-btn-outline-info-hover-bg","#0dcaf0",NULL,"color","Button Outline Info Hover Background","1","199","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1185","btn","outline-info-hover-text","--ds-btn-outline-info-hover-text","#212529",NULL,"color","Button Outline Info Hover Text","1","200","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1186","btn","outline-info-hover-border","--ds-btn-outline-info-hover-border","#0dcaf0",NULL,"color","Button Outline Info Hover Border","1","201","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1187","btn","outline-info-disabled-bg","--ds-btn-outline-info-disabled-bg",,NULL,"color","Button Outline Info Disabled Background","1","202","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1188","btn","outline-dark-bg","--ds-btn-outline-dark-bg","transparent",NULL,"color","Button Outline Dark Background","1","203","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1194","btn","outline-dark-disabled-bg","--ds-btn-outline-dark-disabled-bg",,NULL,"color","Button Outline Dark Disabled Background","1","209","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1195","btn","link-bg","--ds-btn-link-bg","transparent",NULL,"color","Button Link Background","1","210","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1196","btn","link-text","--ds-btn-link-text","#0d6efd",NULL,"color","Button Link Text","1","211","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1197","btn","link-border","--ds-btn-link-border","transparent",NULL,"color","Button Link Border","1","212","2026-05-22 13:24:40","2026-05-22 14:40:20"
"1198","btn","link-hover-bg","--ds-btn-link-hover-bg","transparent",NULL,"color","Button Link Hover Background","1","213","2026-05-22 13:24:40","2026-05-22 14:40:20"
